id	sentence	pros	formula
11879	Un chien brun et un chien rouge gambadent sur la plage	p(0,p(0,p(0,'Un',p(0,chien,brun)),p(0,et,p(0,un,p(0,chien,rouge)))),p(1,gambadent,p(0,sur,p(0,la,plage))))	appl(lambda(A,appl(appl(word(8),appl(word(9),word(10))),appl(word(7),A))),appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(0),appl(word(2),word(1)))))
11880	Les chiens bruns se battent joyeusement sur la plage de sable	p(1,p(1,p(0,p(0,'Les',p(0,chiens,bruns)),p(0,se,battent)),joyeusement),p(0,sur,p(0,la,p(0,plage,p(0,de,sable)))))	appl(appl(word(6),appl(word(7),appl(appl(word(9),word(10)),word(8)))),appl(word(5),appl(appl(word(4),word(3)),appl(word(0),appl(word(2),word(1))))))
11899	Un chien brun et noir court à travers les feuilles	p(1,p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,noir)))),court),p(0,p(0,@,travers),p(0,les,feuilles)))	appl(appl(appl(word(6),word(7)),appl(word(8),word(9))),appl(word(5),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1)))))
11900	Un chien brun et noir court à travers les feuilles	p(1,p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,noir)))),court),p(0,p(0,@,travers),p(0,les,feuilles)))	appl(appl(appl(word(6),word(7)),appl(word(8),word(9))),appl(word(5),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1)))))
11901	Un chien brun et noir court à travers les feuilles	p(1,p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,noir)))),court),p(0,p(0,@,travers),p(0,les,feuilles)))	appl(appl(appl(word(6),word(7)),appl(word(8),word(9))),appl(word(5),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1)))))
11902	Un chien brun et noir se repose dans les feuilles	p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,noir)))),p(1,p(0,se,repose),p(0,dans,p(0,les,feuilles))))	appl(lambda(A,appl(appl(word(7),appl(word(8),word(9))),appl(appl(word(6),word(5)),A))),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1))))
11903	Un chien brun et noir court à travers les feuilles	p(1,p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,noir)))),court),p(0,p(0,@,travers),p(0,les,feuilles)))	appl(appl(appl(word(6),word(7)),appl(word(8),word(9))),appl(word(5),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1)))))
11904	Un chien et un homme noir courent à travers des feuilles brunes	p(1,p(0,p(0,p(0,'Un',chien),p(0,et,p(0,un,p(0,homme,noir)))),courent),p(0,p(0,@,travers),p(0,des,p(0,feuilles,brunes))))	appl(appl(appl(word(7),word(8)),appl(word(9),appl(word(11),word(10)))),appl(word(6),appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1)))))
11905	Un chien dans un manteau de couleur court rapidement à travers la cour	p(0,p(0,'Un',p(0,p(0,chien,p(0,dans,p(0,un,manteau))),p(0,de,couleur))),p(1,p(1,court,rapidement),p(0,p(0,@,travers),p(0,la,cour))))	appl(lambda(B,appl(appl(appl(word(9),word(10)),appl(word(11),word(12))),appl(lambda(A,appl(word(8),appl(word(7),A))),B))),appl(word(0),appl(appl(word(5),word(6)),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
11906	Un chien dans un manteau de couleur court à travers la cour	p(1,p(0,p(0,'Un',p(0,p(0,chien,p(0,dans,p(0,un,manteau))),p(0,de,couleur))),court),p(0,p(0,@,travers),p(0,la,cour)))	appl(appl(appl(word(8),word(9)),appl(word(10),word(11))),appl(word(7),appl(word(0),appl(appl(word(5),word(6)),appl(appl(word(2),appl(word(3),word(4))),word(1))))))
11907	Il n'y a pas de chien dans un manteau de couleur qui court à travers la cour	p(1,p(1,p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,chien)))))),p(0,dans,p(0,un,p(0,p(0,manteau,p(0,de,couleur)),p(0,qui,court))))),p(0,p(0,@,travers),p(0,la,cour)))	appl(appl(appl(word(14),word(15)),appl(word(16),word(17))),appl(appl(word(7),appl(word(8),appl(appl(word(12),word(13)),appl(appl(word(10),word(11)),word(9))))),appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),word(6)))),word(2))),word(0))))
11908	Un chien dans un manteau de couleur court à travers la cour	p(1,p(0,p(0,'Un',p(0,p(0,chien,p(0,dans,p(0,un,manteau))),p(0,de,couleur))),court),p(0,p(0,@,travers),p(0,la,cour)))	appl(appl(appl(word(8),word(9)),appl(word(10),word(11))),appl(word(7),appl(word(0),appl(appl(word(5),word(6)),appl(appl(word(2),appl(word(3),word(4))),word(1))))))
11909	Un chien dans un manteau de couleur court à travers la cour	p(1,p(0,p(0,'Un',p(0,p(0,chien,p(0,dans,p(0,un,manteau))),p(0,de,couleur))),court),p(0,p(0,@,travers),p(0,la,cour)))	appl(appl(appl(word(8),word(9)),appl(word(10),word(11))),appl(word(7),appl(word(0),appl(appl(word(5),word(6)),appl(appl(word(2),appl(word(3),word(4))),word(1))))))
11911	Un chien brun et noir court à travers les feuilles	p(1,p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,noir)))),court),p(0,p(0,@,travers),p(0,les,feuilles)))	appl(appl(appl(word(6),word(7)),appl(word(8),word(9))),appl(word(5),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1)))))
11912	Un chien dans un manteau de couleur court rapidement à travers la cour	p(0,p(0,'Un',p(0,p(0,chien,p(0,dans,p(0,un,manteau))),p(0,de,couleur))),p(1,p(1,court,rapidement),p(0,p(0,@,travers),p(0,la,cour))))	appl(lambda(B,appl(appl(appl(word(9),word(10)),appl(word(11),word(12))),appl(lambda(A,appl(word(8),appl(word(7),A))),B))),appl(word(0),appl(appl(word(5),word(6)),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
11913	Un chien brun et noir court à travers les feuilles	p(1,p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,noir)))),court),p(0,p(0,@,travers),p(0,les,feuilles)))	appl(appl(appl(word(6),word(7)),appl(word(8),word(9))),appl(word(5),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1)))))
11914	Il n'y a pas de chien dans un manteau de couleur qui court à travers la cour	p(1,p(1,p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,chien)))))),p(0,dans,p(0,un,p(0,p(0,manteau,p(0,de,couleur)),p(0,qui,court))))),p(0,p(0,@,travers),p(0,la,cour)))	appl(appl(appl(word(14),word(15)),appl(word(16),word(17))),appl(appl(word(7),appl(word(8),appl(appl(word(12),word(13)),appl(appl(word(10),word(11)),word(9))))),appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),word(6)))),word(2))),word(0))))
11916	Un chien brun et noir court à travers les feuilles	p(1,p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,noir)))),court),p(0,p(0,@,travers),p(0,les,feuilles)))	appl(appl(appl(word(6),word(7)),appl(word(8),word(9))),appl(word(5),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1)))))
11917	Un chien brun et noir court à travers les feuilles	p(1,p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,noir)))),court),p(0,p(0,@,travers),p(0,les,feuilles)))	appl(appl(appl(word(6),word(7)),appl(word(8),word(9))),appl(word(5),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1)))))
11918	Un chien dans un manteau de couleur court à travers la cour	p(1,p(0,p(0,'Un',p(0,p(0,chien,p(0,dans,p(0,un,manteau))),p(0,de,couleur))),court),p(0,p(0,@,travers),p(0,la,cour)))	appl(appl(appl(word(8),word(9)),appl(word(10),word(11))),appl(word(7),appl(word(0),appl(appl(word(5),word(6)),appl(appl(word(2),appl(word(3),word(4))),word(1))))))
11919	Un chien dans un manteau de couleur court à travers la cour	p(1,p(0,p(0,'Un',p(0,p(0,chien,p(0,dans,p(0,un,manteau))),p(0,de,couleur))),court),p(0,p(0,@,travers),p(0,la,cour)))	appl(appl(appl(word(8),word(9)),appl(word(10),word(11))),appl(word(7),appl(word(0),appl(appl(word(5),word(6)),appl(appl(word(2),appl(word(3),word(4))),word(1))))))
11920	Un chien brun et noir se repose dans les feuilles	p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,noir)))),p(1,p(0,se,repose),p(0,dans,p(0,les,feuilles))))	appl(lambda(A,appl(appl(word(7),appl(word(8),word(9))),appl(appl(word(6),word(5)),A))),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1))))
11921	Un chien dans un manteau de couleur court à travers la cour	p(1,p(0,p(0,'Un',p(0,p(0,chien,p(0,dans,p(0,un,manteau))),p(0,de,couleur))),court),p(0,p(0,@,travers),p(0,la,cour)))	appl(appl(appl(word(8),word(9)),appl(word(10),word(11))),appl(word(7),appl(word(0),appl(appl(word(5),word(6)),appl(appl(word(2),appl(word(3),word(4))),word(1))))))
11922	Un chien et un homme noir courent à travers des feuilles brunes	p(1,p(0,p(0,p(0,'Un',chien),p(0,et,p(0,un,p(0,homme,noir)))),courent),p(0,p(0,@,travers),p(0,des,p(0,feuilles,brunes))))	appl(appl(appl(word(7),word(8)),appl(word(9),appl(word(11),word(10)))),appl(word(6),appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1)))))
11923	Un chien dans un manteau de couleur court à travers la cour	p(1,p(0,p(0,'Un',p(0,p(0,chien,p(0,dans,p(0,un,manteau))),p(0,de,couleur))),court),p(0,p(0,@,travers),p(0,la,cour)))	appl(appl(appl(word(8),word(9)),appl(word(10),word(11))),appl(word(7),appl(word(0),appl(appl(word(5),word(6)),appl(appl(word(2),appl(word(3),word(4))),word(1))))))
11924	Un chien brun et noir court à travers les feuilles	p(1,p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,noir)))),court),p(0,p(0,@,travers),p(0,les,feuilles)))	appl(appl(appl(word(6),word(7)),appl(word(8),word(9))),appl(word(5),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1)))))
11925	Un chien brun et blanc tient une balle de baseball dans sa bouche	p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,blanc)))),p(0,p(0,tient,p(0,une,p(0,balle,p(0,de,baseball)))),p(0,dans,p(0,sa,bouche))))	appl(appl(appl(word(5),appl(word(6),appl(appl(word(8),word(9)),word(7)))),appl(word(10),appl(word(11),word(12)))),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1))))
11927	Un chien brun et blanc met le baseball dans sa bouche	p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,blanc)))),p(0,p(0,met,p(0,le,baseball)),p(0,dans,p(0,sa,bouche))))	appl(appl(appl(word(5),appl(word(6),word(7))),appl(word(8),appl(word(9),word(10)))),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1))))
11928	Un chien brun et blanc tient une balle de baseball dans sa bouche	p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,blanc)))),p(0,p(0,tient,p(0,une,p(0,balle,p(0,de,baseball)))),p(0,dans,p(0,sa,bouche))))	appl(appl(appl(word(5),appl(word(6),appl(appl(word(8),word(9)),word(7)))),appl(word(10),appl(word(11),word(12)))),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1))))
11929	Un chien noir et blanc tient une balle de baseball dans sa bouche	p(0,p(0,'Un',p(0,chien,p(0,noir,p(0,et,blanc)))),p(0,p(0,tient,p(0,une,p(0,balle,p(0,de,baseball)))),p(0,dans,p(0,sa,bouche))))	appl(appl(appl(word(5),appl(word(6),appl(appl(word(8),word(9)),word(7)))),appl(word(10),appl(word(11),word(12)))),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1))))
11931	Un chien noir et blanc tient une balle de baseball dans sa bouche	p(0,p(0,'Un',p(0,chien,p(0,noir,p(0,et,blanc)))),p(0,p(0,tient,p(0,une,p(0,balle,p(0,de,baseball)))),p(0,dans,p(0,sa,bouche))))	appl(appl(appl(word(5),appl(word(6),appl(appl(word(8),word(9)),word(7)))),appl(word(10),appl(word(11),word(12)))),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1))))
11933	Un chien brun et blanc tient une balle de baseball dans sa bouche	p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,blanc)))),p(0,p(0,tient,p(0,une,p(0,balle,p(0,de,baseball)))),p(0,dans,p(0,sa,bouche))))	appl(appl(appl(word(5),appl(word(6),appl(appl(word(8),word(9)),word(7)))),appl(word(10),appl(word(11),word(12)))),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1))))
11935	Un chien brun et blanc tient une balle de baseball dans sa bouche	p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,blanc)))),p(0,p(0,tient,p(0,une,p(0,balle,p(0,de,baseball)))),p(0,dans,p(0,sa,bouche))))	appl(appl(appl(word(5),appl(word(6),appl(appl(word(8),word(9)),word(7)))),appl(word(10),appl(word(11),word(12)))),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1))))
11938	Un chien noir et blanc tient une balle de baseball dans sa bouche	p(0,p(0,'Un',p(0,chien,p(0,noir,p(0,et,blanc)))),p(0,p(0,tient,p(0,une,p(0,balle,p(0,de,baseball)))),p(0,dans,p(0,sa,bouche))))	appl(appl(appl(word(5),appl(word(6),appl(appl(word(8),word(9)),word(7)))),appl(word(10),appl(word(11),word(12)))),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1))))
11939	Un chien noir et blanc tient une balle de baseball dans sa bouche	p(0,p(0,'Un',p(0,chien,p(0,noir,p(0,et,blanc)))),p(0,p(0,tient,p(0,une,p(0,balle,p(0,de,baseball)))),p(0,dans,p(0,sa,bouche))))	appl(appl(appl(word(5),appl(word(6),appl(appl(word(8),word(9)),word(7)))),appl(word(10),appl(word(11),word(12)))),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1))))
11940	Un chien brun et blanc met le baseball dans sa bouche	p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,blanc)))),p(0,p(0,met,p(0,le,baseball)),p(0,dans,p(0,sa,bouche))))	appl(appl(appl(word(5),appl(word(6),word(7))),appl(word(8),appl(word(9),word(10)))),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1))))
11941	Un chien noir et blanc tient une balle de baseball dans sa bouche	p(0,p(0,'Un',p(0,chien,p(0,noir,p(0,et,blanc)))),p(0,p(0,tient,p(0,une,p(0,balle,p(0,de,baseball)))),p(0,dans,p(0,sa,bouche))))	appl(appl(appl(word(5),appl(word(6),appl(appl(word(8),word(9)),word(7)))),appl(word(10),appl(word(11),word(12)))),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1))))
11942	Un chien brun et blanc tient une balle de baseball dans sa bouche	p(0,p(0,'Un',p(0,chien,p(0,brun,p(0,et,blanc)))),p(0,p(0,tient,p(0,une,p(0,balle,p(0,de,baseball)))),p(0,dans,p(0,sa,bouche))))	appl(appl(appl(word(5),appl(word(6),appl(appl(word(8),word(9)),word(7)))),appl(word(10),appl(word(11),word(12)))),appl(word(0),appl(appl(appl(word(3),word(4)),word(2)),word(1))))
11944	Un enfant portant un short rouge saute dans une pataugeoire	p(0,p(0,'Un',p(0,p(0,enfant,p(0,portant,p(0,un,short))),rouge)),p(1,saute,p(0,dans,p(0,une,pataugeoire))))	appl(lambda(A,appl(appl(word(7),appl(word(8),word(9))),appl(word(6),A))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
11956	Un enfant portant un short rouge saute dans une pataugeoire	p(0,p(0,'Un',p(0,p(0,enfant,p(0,portant,p(0,un,short))),rouge)),p(1,saute,p(0,dans,p(0,une,pataugeoire))))	appl(lambda(A,appl(appl(word(7),appl(word(8),word(9))),appl(word(6),A))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
11961	Un groupe de chiens courent furieusement et ont des museaux sur le nez	p(1,p(0,p(0,'Un',p(0,groupe,p(0,de,chiens))),p(0,p(1,courent,furieusement),p(0,et,p(0,ont,p(0,des,museaux))))),p(0,sur,p(0,le,nez)))	appl(appl(word(10),appl(word(11),word(12))),appl(appl(appl(word(6),appl(word(7),appl(word(8),word(9)))),lambda(A,appl(word(5),appl(word(4),A)))),appl(word(0),appl(appl(word(2),word(3)),word(1)))))
11962	Un groupe de chiens font la course et ont des museaux sur le nez	p(0,p(0,'Un',p(0,groupe,p(0,de,chiens))),p(0,p(0,font,p(0,la,course)),p(0,et,p(0,ont,p(0,des,p(0,museaux,p(0,sur,p(0,le,nez))))))))	appl(appl(appl(word(7),appl(word(8),appl(word(9),appl(appl(word(11),appl(word(12),word(13))),word(10))))),appl(word(4),appl(word(5),word(6)))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11963	Un groupe de chiens se reposent sans museaux	p(0,p(0,'Un',p(0,groupe,p(0,de,chiens))),p(1,p(0,se,reposent),p(0,sans,museaux)))	appl(lambda(A,appl(appl(word(6),word(7)),appl(appl(word(5),word(4)),A))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11964	Un groupe de chiens font la course et ont des museaux sur le nez	p(0,p(0,'Un',p(0,groupe,p(0,de,chiens))),p(0,p(0,font,p(0,la,course)),p(0,et,p(0,ont,p(0,des,p(0,museaux,p(0,sur,p(0,le,nez))))))))	appl(appl(appl(word(7),appl(word(8),appl(word(9),appl(appl(word(11),appl(word(12),word(13))),word(10))))),appl(word(4),appl(word(5),word(6)))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11966	Un groupe de chiens font la course et ont des museaux sur le nez	p(0,p(0,'Un',p(0,groupe,p(0,de,chiens))),p(0,p(0,font,p(0,la,course)),p(0,et,p(0,ont,p(0,des,p(0,museaux,p(0,sur,p(0,le,nez))))))))	appl(appl(appl(word(7),appl(word(8),appl(word(9),appl(appl(word(11),appl(word(12),word(13))),word(10))))),appl(word(4),appl(word(5),word(6)))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11971	Un groupe de chiens font la course et ont des museaux sur le nez	p(0,p(0,'Un',p(0,groupe,p(0,de,chiens))),p(0,p(0,font,p(0,la,course)),p(0,et,p(0,ont,p(0,des,p(0,museaux,p(0,sur,p(0,le,nez))))))))	appl(appl(appl(word(7),appl(word(8),appl(word(9),appl(appl(word(11),appl(word(12),word(13))),word(10))))),appl(word(4),appl(word(5),word(6)))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11974	Un groupe de chiens font la course et ont des museaux sur le nez	p(0,p(0,'Un',p(0,groupe,p(0,de,chiens))),p(0,p(0,font,p(0,la,course)),p(0,et,p(0,ont,p(0,des,p(0,museaux,p(0,sur,p(0,le,nez))))))))	appl(appl(appl(word(7),appl(word(8),appl(word(9),appl(appl(word(11),appl(word(12),word(13))),word(10))))),appl(word(4),appl(word(5),word(6)))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11976	Un groupe de chiens courent furieusement et ont des museaux sur le nez	p(1,p(0,p(0,'Un',p(0,groupe,p(0,de,chiens))),p(0,p(1,courent,furieusement),p(0,et,p(0,ont,p(0,des,museaux))))),p(0,sur,p(0,le,nez)))	appl(appl(word(10),appl(word(11),word(12))),appl(appl(appl(word(6),appl(word(7),appl(word(8),word(9)))),lambda(A,appl(word(5),appl(word(4),A)))),appl(word(0),appl(appl(word(2),word(3)),word(1)))))
11977	Un groupe de chiens se reposent sans museaux	p(0,p(0,'Un',p(0,groupe,p(0,de,chiens))),p(1,p(0,se,reposent),p(0,sans,museaux)))	appl(lambda(A,appl(appl(word(6),word(7)),appl(appl(word(5),word(4)),A))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11982	Un groupe de chiens font la course et ont des museaux sur le nez	p(0,p(0,'Un',p(0,groupe,p(0,de,chiens))),p(0,p(0,font,p(0,la,course)),p(0,et,p(0,ont,p(0,des,p(0,museaux,p(0,sur,p(0,le,nez))))))))	appl(appl(appl(word(7),appl(word(8),appl(word(9),appl(appl(word(11),appl(word(12),word(13))),word(10))))),appl(word(4),appl(word(5),word(6)))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
11984	Un couple ou des gens pataugent dans l'eau	p(1,p(0,p(0,p(0,'Un',couple),p(0,ou,p(0,des,gens))),pataugent),p(0,dans,p(0,'l\'',eau)))	appl(appl(word(6),appl(word(7),word(8))),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))))
11996	Un couple ou des gens pataugent dans l'eau	p(1,p(0,p(0,p(0,'Un',couple),p(0,ou,p(0,des,gens))),pataugent),p(0,dans,p(0,'l\'',eau)))	appl(appl(word(6),appl(word(7),word(8))),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))))
12038	Une femme en chemise jaune surfe sur une planche de surf rose	p(0,p(0,'Une',p(0,p(0,femme,p(0,en,chemise)),jaune)),p(0,surfe,p(0,sur,p(0,une,p(0,p(0,planche,p(0,de,surf)),rose)))))	appl(appl(word(5),appl(word(6),appl(word(7),appl(word(11),appl(appl(word(9),word(10)),word(8)))))),appl(word(0),appl(word(4),appl(appl(word(2),word(3)),word(1)))))
12039	Une femme en chemise jaune surfe sur une planche de surf rose	p(0,p(0,'Une',p(0,p(0,femme,p(0,en,chemise)),jaune)),p(0,surfe,p(0,sur,p(0,une,p(0,p(0,planche,p(0,de,surf)),rose)))))	appl(appl(word(5),appl(word(6),appl(word(7),appl(word(11),appl(appl(word(9),word(10)),word(8)))))),appl(word(0),appl(word(4),appl(appl(word(2),word(3)),word(1)))))
12040	Il n'y a pas de femme dans une chemise jaune surfant sur une planche de surf rose	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,p(0,p(0,p(0,femme,p(0,dans,p(0,une,chemise))),jaune),p(0,surfant,p(0,sur,p(0,une,planche)))),p(0,de,p(0,surf,rose)))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(15),appl(word(17),word(16))),appl(appl(word(11),appl(word(12),appl(word(13),word(14)))),appl(word(10),appl(appl(word(7),appl(word(8),word(9))),word(6)))))))),word(2))),word(0))
12041	Une femme en chemise jaune surfe sur une planche de surf rose	p(0,p(0,'Une',p(0,p(0,femme,p(0,en,chemise)),jaune)),p(0,surfe,p(0,sur,p(0,une,p(0,p(0,planche,p(0,de,surf)),rose)))))	appl(appl(word(5),appl(word(6),appl(word(7),appl(word(11),appl(appl(word(9),word(10)),word(8)))))),appl(word(0),appl(word(4),appl(appl(word(2),word(3)),word(1)))))
12042	Une femme en chemise rose surfe à travers des planches de surf jaunes	p(1,p(0,p(0,'Une',p(0,p(0,femme,p(0,en,chemise)),rose)),surfe),p(0,p(0,@,travers),p(0,des,p(0,p(0,planches,p(0,de,surf)),jaunes))))	appl(appl(appl(word(6),word(7)),appl(word(8),appl(word(12),appl(appl(word(10),word(11)),word(9))))),appl(word(5),appl(word(0),appl(word(4),appl(appl(word(2),word(3)),word(1))))))
12044	Un surfeur surfe sur la vague	p(1,p(0,p(0,'Un',surfeur),surfe),p(0,sur,p(0,la,vague)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
12045	Un surfeur tombe de la vague	p(0,p(0,'Un',surfeur),p(0,tombe,p(0,de,p(0,la,vague))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
12046	Un surfeur surfe sur la vague	p(1,p(0,p(0,'Un',surfeur),surfe),p(0,sur,p(0,la,vague)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
12047	Un surfeur surfe sur la vague	p(1,p(0,p(0,'Un',surfeur),surfe),p(0,sur,p(0,la,vague)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
